Network,Title,Complete URL,Token ID
Ethereum,STAIK.ai - Founding Members #47 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951107268307058689,25380209649379226024419650074902449696200324068147129710905951107268307058689
Ethereum,STAIK.ai - Founding Members #48 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951108367818686465,25380209649379226024419650074902449696200324068147129710905951108367818686465
Ethereum,STAIK.ai - Founding Members #49 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951109467330314241,25380209649379226024419650074902449696200324068147129710905951109467330314241
Ethereum,STAIK.ai - Founding Members #50 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951110566841942017,25380209649379226024419650074902449696200324068147129710905951110566841942017
Ethereum,STAIK.ai - Founding Members #51 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951111666353569793,25380209649379226024419650074902449696200324068147129710905951111666353569793
Ethereum,STAIK.ai - Founding Members #52 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951112765865197569,25380209649379226024419650074902449696200324068147129710905951112765865197569
Ethereum,STAIK.ai - Founding Members #53 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951113865376825345,25380209649379226024419650074902449696200324068147129710905951113865376825345
Ethereum,STAIK.ai - Founding Members #54 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951114964888453121,25380209649379226024419650074902449696200324068147129710905951114964888453121
Ethereum,STAIK.ai - Founding Members #55 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951116064400080897,25380209649379226024419650074902449696200324068147129710905951116064400080897
Ethereum,STAIK.ai - Founding Members #56 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951117163911708673,25380209649379226024419650074902449696200324068147129710905951117163911708673
Ethereum,STAIK.ai - Founding Members #57 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951118263423336449,25380209649379226024419650074902449696200324068147129710905951118263423336449
Ethereum,STAIK.ai - Founding Members #58 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951119362934964225,25380209649379226024419650074902449696200324068147129710905951119362934964225
Ethereum,STAIK.ai - Founding Members #59 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951120462446592001,25380209649379226024419650074902449696200324068147129710905951120462446592001
Ethereum,STAIK.ai - Founding Members #60 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951121561958219777,25380209649379226024419650074902449696200324068147129710905951121561958219777
Ethereum,STAIK.ai - Founding Members #61 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951122661469847553,25380209649379226024419650074902449696200324068147129710905951122661469847553
Ethereum,STAIK.ai - Founding Members #62 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951123760981475329,25380209649379226024419650074902449696200324068147129710905951123760981475329
Ethereum,STAIK.ai - Founding Members #63 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951124860493103105,25380209649379226024419650074902449696200324068147129710905951124860493103105
Ethereum,STAIK.ai - Founding Members #64 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951125960004730881,25380209649379226024419650074902449696200324068147129710905951125960004730881
Ethereum,STAIK.ai - Founding Members #65 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951127059516358657,25380209649379226024419650074902449696200324068147129710905951127059516358657
Ethereum,STAIK.ai - Founding Members #66 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951128159027986433,25380209649379226024419650074902449696200324068147129710905951128159027986433
Ethereum,STAIK.ai - Founding Members #67 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951129258539614209,25380209649379226024419650074902449696200324068147129710905951129258539614209
Ethereum,STAIK.ai - Founding Members #68 of 1000,https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/25380209649379226024419650074902449696200324068147129710905951130358051241985,25380209649379226024419650074902449696200324068147129710905951130358051241985
